id,term_type,category,category_en,category_fa,fa,de,en,definition_en,definition_de,example_de,example_fa,example_de_2,example_fa_2,source,example_style
752,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,معاینه تناسب و صلاحیت شغلی,Eignungsuntersuchung,fitness-for-work examination,Fitness-for-work examination is a systematic verification activity used to determine whether specified safety requirements are met.,"Eignungsuntersuchung ist eine systematische Prüftätigkeit, mit der festgestellt wird, ob festgelegte Sicherheitsanforderungen erfüllt sind.","Eignungsuntersuchung: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",معاینه تناسب و صلاحیت شغلی: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. کار تا اجرای اقدام زیر متوقف ماند: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,"Im RAMS und in der Unterweisung zu „Eignungsuntersuchung“ wurde dieser konkrete Arbeitsablauf beschrieben: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",در RAMS و آموزش مربوط به «معاینه تناسب و صلاحیت شغلی» این روند واقعی کار شرح داده شد: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. کار تا اجرای اقدام زیر متوقف ماند: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
753,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,توصیه طب کار,Arbeitsmedizinische Empfehlung,occupational medical recommendation,"Occupational medical recommendation is an occupational safety concept used to support the safe planning, execution and control of work.","Arbeitsmedizinische Empfehlung ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Arbeitsmedizinische Empfehlung: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Bei der Nachkontrolle wurde bestätigt: Exposition, Tätigkeit und Zeitraum wurden datenschutzgerecht langfristig dokumentiert.",توصیه طب کار: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. در کنترل مجدد تأیید شد: مواجهه، فعالیت و بازه زمانی با رعایت حفاظت داده در بلندمدت ثبت شد.,"Im RAMS und in der Unterweisung zu „Arbeitsmedizinische Empfehlung“ wurde dieser konkrete Arbeitsablauf beschrieben: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Bei der Nachkontrolle wurde bestätigt: Exposition, Tätigkeit und Zeitraum wurden datenschutzgerecht langfristig dokumentiert.",در RAMS و آموزش مربوط به «توصیه طب کار» این روند واقعی کار شرح داده شد: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. در کنترل مجدد تأیید شد: مواجهه، فعالیت و بازه زمانی با رعایت حفاظت داده در بلندمدت ثبت شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
754,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,گواهی انجام مراقبت طب کار,Vorsorgebescheinigung,health surveillance certificate,"Health surveillance certificate is a documented requirement or record used to define, communicate or demonstrate how to plan, perform and control work safely.","Vorsorgebescheinigung ist eine dokumentierte Vorgabe oder Aufzeichnung, mit der festgelegt, vermittelt oder nachgewiesen wird, wie Arbeiten sicher zu planen, auszuführen und zu kontrollieren ist.","Vorsorgebescheinigung: Beschäftigte nutzten regelmäßig Atemschutz, ohne dass die erforderliche Vorsorge organisiert war. Im RAMS wurde als konkrete Maßnahme festgelegt: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",گواهی انجام مراقبت طب کار: کارکنان مرتب ماسک استفاده می‌کردند بدون آنکه مراقبت پزشکی لازم سازمان‌دهی شده باشد. در RAMS اقدام مشخص زیر تعیین شد: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,"Im Dokument „Vorsorgebescheinigung“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: Beschäftigte nutzten regelmäßig Atemschutz, ohne dass die erforderliche Vorsorge organisiert war. Im RAMS wurde als konkrete Maßnahme festgelegt: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",در سند «گواهی انجام مراقبت طب کار» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: کارکنان مرتب ماسک استفاده می‌کردند بدون آنکه مراقبت پزشکی لازم سازمان‌دهی شده باشد. در RAMS اقدام مشخص زیر تعیین شد: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
755,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,فهرست مواجهه‌ها,Expositionsverzeichnis,exposure register,"Exposure register is a documented requirement or record used to define, communicate or demonstrate how to plan, perform and control work safely.","Expositionsverzeichnis ist eine dokumentierte Vorgabe oder Aufzeichnung, mit der festgelegt, vermittelt oder nachgewiesen wird, wie Arbeiten sicher zu planen, auszuführen und zu kontrollieren ist.",Expositionsverzeichnis: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.,فهرست مواجهه‌ها: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,"Im Dokument „Expositionsverzeichnis“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.",در سند «فهرست مواجهه‌ها» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
756,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,برنامه حفاظت پوست,Hautschutzplan,skin protection plan,"Skin protection plan is a documented requirement or record used to define, communicate or demonstrate how to plan, perform and control work safely.","Hautschutzplan ist eine dokumentierte Vorgabe oder Aufzeichnung, mit der festgelegt, vermittelt oder nachgewiesen wird, wie Arbeiten sicher zu planen, auszuführen und zu kontrollieren ist.","Hautschutzplan: Beschäftigte nutzten regelmäßig Atemschutz, ohne dass die erforderliche Vorsorge organisiert war. Bei der Nachkontrolle wurde bestätigt: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.",برنامه حفاظت پوست: کارکنان مرتب ماسک استفاده می‌کردند بدون آنکه مراقبت پزشکی لازم سازمان‌دهی شده باشد. در کنترل مجدد تأیید شد: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,"Im Dokument „Hautschutzplan“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: Beschäftigte nutzten regelmäßig Atemschutz, ohne dass die erforderliche Vorsorge organisiert war. Bei der Nachkontrolle wurde bestätigt: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.",در سند «برنامه حفاظت پوست» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: کارکنان مرتب ماسک استفاده می‌کردند بدون آنکه مراقبت پزشکی لازم سازمان‌دهی شده باشد. در کنترل مجدد تأیید شد: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
757,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,پیشنهاد واکسیناسیون,Impfangebot,vaccination offer,"Vaccination offer is an occupational safety concept used to support the safe planning, execution and control of work.","Impfangebot ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.",Impfangebot: Nach längerer Erkrankung sollte ein Beschäftigter sofort wieder alle schweren Aufgaben übernehmen. Bei der Nachkontrolle wurde bestätigt: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.,پیشنهاد واکسیناسیون: پس از بیماری طولانی قرار بود کارمند فوراً همه کارهای سنگین را انجام دهد. در کنترل مجدد تأیید شد: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,Im RAMS und in der Unterweisung zu „Impfangebot“ wurde dieser konkrete Arbeitsablauf beschrieben: Nach längerer Erkrankung sollte ein Beschäftigter sofort wieder alle schweren Aufgaben übernehmen. Bei der Nachkontrolle wurde bestätigt: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.,در RAMS و آموزش مربوط به «پیشنهاد واکسیناسیون» این روند واقعی کار شرح داده شد: پس از بیماری طولانی قرار بود کارمند فوراً همه کارهای سنگین را انجام دهد. در کنترل مجدد تأیید شد: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
758,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,بازگشت تدریجی فرد به کار,Betriebliche Wiedereingliederung,return-to-work integration,"Return-to-work integration is an organised method or control used to plan, perform and control work safely.","Betriebliche Wiedereingliederung ist ein organisiertes Verfahren oder eine Schutzmaßnahme, um Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",Betriebliche Wiedereingliederung: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Vorsorge blieb Beratung und Prävention; Eignung wurde nur bei eigener rechtlicher Grundlage geprüft.,بازگشت تدریجی فرد به کار: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. کار تا اجرای اقدام زیر متوقف ماند: مراقبت در حد مشاوره و پیشگیری ماند و صلاحیت فقط با مبنای حقوقی جدا بررسی شد.,Im RAMS und in der Unterweisung zu „Betriebliche Wiedereingliederung“ wurde dieser konkrete Arbeitsablauf beschrieben: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Vorsorge blieb Beratung und Prävention; Eignung wurde nur bei eigener rechtlicher Grundlage geprüft.,در RAMS و آموزش مربوط به «بازگشت تدریجی فرد به کار» این روند واقعی کار شرح داده شد: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. کار تا اجرای اقدام زیر متوقف ماند: مراقبت در حد مشاوره و پیشگیری ماند و صلاحیت فقط با مبنای حقوقی جدا بررسی شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
759,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,مدیریت بازگشت و ادغام مجدد در کار,Betriebliches Eingliederungsmanagement,workplace integration management,"Workplace integration management is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Betriebliches Eingliederungsmanagement bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.","Betriebliches Eingliederungsmanagement: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Im RAMS wurde als konkrete Maßnahme festgelegt: Exposition, Tätigkeit und Zeitraum wurden datenschutzgerecht langfristig dokumentiert.",مدیریت بازگشت و ادغام مجدد در کار: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. در RAMS اقدام مشخص زیر تعیین شد: مواجهه، فعالیت و بازه زمانی با رعایت حفاظت داده در بلندمدت ثبت شد.,"Im RAMS und in der Unterweisung zu „Betriebliches Eingliederungsmanagement“ wurde dieser konkrete Arbeitsablauf beschrieben: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Im RAMS wurde als konkrete Maßnahme festgelegt: Exposition, Tätigkeit und Zeitraum wurden datenschutzgerecht langfristig dokumentiert.",در RAMS و آموزش مربوط به «مدیریت بازگشت و ادغام مجدد در کار» این روند واقعی کار شرح داده شد: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. در RAMS اقدام مشخص زیر تعیین شد: مواجهه، فعالیت و بازه زمانی با رعایت حفاظت داده در بلندمدت ثبت شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
760,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,بازدید طب کار از محل کار,Arbeitsmedizinische Arbeitsplatzbegehung,occupational medical workplace inspection,"Occupational medical workplace inspection is a defined physical location, route or boundary arranged to help plan, perform and control work safely.","Arbeitsmedizinische Arbeitsplatzbegehung bezeichnet einen festgelegten räumlichen Bereich, Weg oder eine Begrenzung, die dazu dient, Arbeiten sicher zu planen, auszuführen und zu kontrollieren.",Arbeitsmedizinische Arbeitsplatzbegehung: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.,بازدید طب کار از محل کار: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. کار تا اجرای اقدام زیر متوقف ماند: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,Im RAMS und in der Unterweisung zu „Arbeitsmedizinische Arbeitsplatzbegehung“ wurde dieser konkrete Arbeitsablauf beschrieben: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.,در RAMS و آموزش مربوط به «بازدید طب کار از محل کار» این روند واقعی کار شرح داده شد: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. کار تا اجرای اقدام زیر متوقف ماند: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
761,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,بیماری مرتبط با کار,Arbeitsbedingte Erkrankung,work-related illness,"Work-related illness is an organised method or control used to plan, perform and control work safely.","Arbeitsbedingte Erkrankung ist ein organisiertes Verfahren oder eine Schutzmaßnahme, um Arbeiten sicher zu planen, auszuführen und zu kontrollieren.","Arbeitsbedingte Erkrankung: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Bei der Nachkontrolle wurde bestätigt: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",بیماری مرتبط با کار: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. در کنترل مجدد تأیید شد: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,"Bei der Prüfung und Freigabe von „Arbeitsbedingte Erkrankung“ wurde folgender Sachverhalt dokumentiert: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Bei der Nachkontrolle wurde bestätigt: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",در بازرسی و تأیید «بیماری مرتبط با کار» وضعیت زیر ثبت شد: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. در کنترل مجدد تأیید شد: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
762,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,بیماری شغلی,Berufskrankheit,occupational disease,"Occupational disease is an occupational safety concept used to support the safe planning, execution and control of work.","Berufskrankheit ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.",Berufskrankheit: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.,بیماری شغلی: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. کار تا اجرای اقدام زیر متوقف ماند: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,Bei der Prüfung und Freigabe von „Berufskrankheit“ wurde folgender Sachverhalt dokumentiert: Langjährige Expositionen waren nicht in einem Expositionsverzeichnis dokumentiert. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Die Rückkehr wurde stufenweise und mit angepassten Aufgaben organisiert.,در بازرسی و تأیید «بیماری شغلی» وضعیت زیر ثبت شد: مواجهه‌های طولانی در فهرست مواجهه ثبت نشده بودند. کار تا اجرای اقدام زیر متوقف ماند: بازگشت به کار به‌صورت تدریجی و با وظایف متناسب سازمان‌دهی شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
763,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,گزارش بیماری شغلی,Berufskrankheitenanzeige,occupational disease notification,"Occupational disease notification is an occupational safety concept used to support the safe planning, execution and control of work.","Berufskrankheitenanzeige ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Berufskrankheitenanzeige: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",گزارش بیماری شغلی: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. کار تا اجرای اقدام زیر متوقف ماند: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,"Im Dokument „Berufskrankheitenanzeige“ wurde der folgende projektspezifische Sachverhalt mit Maßnahme, Verantwortlichem und Frist festgehalten: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Die Arbeit blieb bis zur Umsetzung der folgenden Maßnahme unterbrochen: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",در سند «گزارش بیماری شغلی» وضعیت پروژه‌ای زیر همراه با اقدام، مسئول و مهلت ثبت شد: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. کار تا اجرای اقدام زیر متوقف ماند: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
764,core,Arbeitsmedizin und Vorsorge,Occupational medicine and health surveillance,طب کار و مراقبت پزشکی,مشاوره سلامت,Gesundheitsberatung,health counselling,"Health counselling is an occupational safety concept used to support the safe planning, execution and control of work.","Gesundheitsberatung ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Gesundheitsberatung: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Bei der Nachkontrolle wurde bestätigt: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",مشاوره سلامت: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. در کنترل مجدد تأیید شد: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,"Im RAMS und in der Unterweisung zu „Gesundheitsberatung“ wurde dieser konkrete Arbeitsablauf beschrieben: Eine Eignungsuntersuchung wurde mit arbeitsmedizinischer Vorsorge verwechselt. Bei der Nachkontrolle wurde bestätigt: Pflicht-, Angebots- oder Wunschvorsorge wurde anhand der Gefährdung korrekt zugeordnet.",در RAMS و آموزش مربوط به «مشاوره سلامت» این روند واقعی کار شرح داده شد: معاینه صلاحیت با مراقبت پزشکی شغلی اشتباه گرفته شده بود. در کنترل مجدد تأیید شد: مراقبت الزامی، پیشنهادی یا درخواستی بر اساس خطر درست تعیین شد.,ArbMedVV; ASiG; AMR; DGUV Vorsorge,praxisnah-v6-szenario-und-dokumentation
765,core,Psychische Belastung und Arbeitszeit,Psychosocial strain and working time,فشار روانی و زمان کار,عوامل فشار روانی ناشی از کار,Psychische Belastung,mental workload,"Mental workload is an occupational safety concept used to support the safe planning, execution and control of work.","Psychische Belastung ist ein Begriff des Arbeitsschutzes, der die sichere Planung, Ausführung und Kontrolle von Arbeiten unterstützt.","Bei der Beurteilung psychischer Belastung wurden häufige Unterbrechungen, unklare Zuständigkeiten und dauerhaft hoher Zeitdruck berücksichtigt.",در ارزیابی فشار روانی، وقفه‌های مکرر، مسئولیت‌های نامشخص و فشار زمانی دائمی در نظر گرفته شد.,"In der Gefährdungsbeurteilung zu „Psychische Belastung“ wurde dieser Praxisfall dokumentiert: Bei der Beurteilung psychischer Belastung wurden häufige Unterbrechungen, unklare Zuständigkeiten und dauerhaft hoher Zeitdruck berücksichtigt.",در ارزیابی ریسک «عوامل فشار روانی ناشی از کار» این وضعیت عملی ثبت شد: در ارزیابی فشار روانی، وقفه‌های مکرر، مسئولیت‌های نامشخص و فشار زمانی دائمی در نظر گرفته شد.,ArbSchG; ArbZG; DGUV; GDA-Arbeitsprogramm Psyche,praxisnah-v6-szenario-und-dokumentation
766,core,Psychische Belastung und Arbeitszeit,Psychosocial strain and working time,فشار روانی و زمان کار,فشار و واکنش روانی وارد بر فرد,Psychische Beanspruchung,mental strain,"Mental strain is a condition, event or source of energy that can cause harm if it is not adequately controlled.","Psychische Beanspruchung bezeichnet einen Zustand, ein Ereignis oder eine Energiequelle, die ohne ausreichende Beherrschung Schäden verursachen kann.","Bei Psychische Beanspruchung wurden Arbeitsmenge, Unterbrechungen, Schichtdauer, Erholungszeit, Zuständigkeiten und soziale Unterstützung bewertet.",در «فشار و واکنش روانی وارد بر فرد»، حجم کار، وقفه‌ها، مدت شیفت، استراحت، مسئولیت‌ها و حمایت اجتماعی ارزیابی شد.,"Im RAMS und in der Unterweisung zu „Psychische Beanspruchung“ wurde dieser konkrete Arbeitsablauf beschrieben: Bei Psychische Beanspruchung wurden Arbeitsmenge, Unterbrechungen, Schichtdauer, Erholungszeit, Zuständigkeiten und soziale Unterstützung bewertet.",در RAMS و آموزش مربوط به «فشار و واکنش روانی وارد بر فرد» این روند واقعی کار شرح داده شد: در «فشار و واکنش روانی وارد بر فرد»، حجم کار، وقفه‌ها، مدت شیفت، استراحت، مسئولیت‌ها و حمایت اجتماعی ارزیابی شد.,ArbSchG; ArbZG; DGUV; GDA-Arbeitsprogramm Psyche,praxisnah-v6-szenario-und-dokumentation
767,core,Psychische Belastung und Arbeitszeit,Psychosocial strain and working time,فشار روانی و زمان کار,شدت کار,Arbeitsintensität,work intensity,"Work intensity is an organised method or control used to plan, perform and control work safely.","Arbeitsintensität ist ein organisiertes Verfahren oder eine Schutzmaßnahme, um Arbeiten sicher zu planen, auszuführen und zu kontrollieren.","Arbeitsintensität: Schichtwechsel erfolgten ohne vollständige Übergabe offener Risiken. Bei der Nachkontrolle wurde bestätigt: Arbeitsmenge, Unterbrechungen und Prioritäten wurden realistisch organisiert.",شدت کار: تعویض شیفت بدون تحویل کامل ریسک‌های باز انجام می‌شد. در کنترل مجدد تأیید شد: حجم کار، وقفه‌ها و اولویت‌ها به‌صورت واقع‌بینانه سازمان‌دهی شدند.,"Im RAMS und in der Unterweisung zu „Arbeitsintensität“ wurde dieser konkrete Arbeitsablauf beschrieben: Schichtwechsel erfolgten ohne vollständige Übergabe offener Risiken. Bei der Nachkontrolle wurde bestätigt: Arbeitsmenge, Unterbrechungen und Prioritäten wurden realistisch organisiert.",در RAMS و آموزش مربوط به «شدت کار» این روند واقعی کار شرح داده شد: تعویض شیفت بدون تحویل کامل ریسک‌های باز انجام می‌شد. در کنترل مجدد تأیید شد: حجم کار، وقفه‌ها و اولویت‌ها به‌صورت واقع‌بینانه سازمان‌دهی شدند.,ArbSchG; ArbZG; DGUV; GDA-Arbeitsprogramm Psyche,praxisnah-v6-szenario-und-dokumentation
768,core,Psychische Belastung und Arbeitszeit,Psychosocial strain and working time,فشار روانی و زمان کار,فشار زمانی,Zeitdruck,time pressure,"Time pressure is a condition, event or source of energy that can cause harm if it is not adequately controlled.","Zeitdruck bezeichnet einen Zustand, ein Ereignis oder eine Energiequelle, die ohne ausreichende Beherrschung Schäden verursachen kann.",Zeitdruck: Dauerhafter Zeitdruck und häufige Unterbrechungen führten zu Fehlern bei der Arbeitsfreigabe. Im RAMS wurde als konkrete Maßnahme festgelegt: Eine strukturierte Schichtübergabe mit offenen Gefahren und Maßnahmen wurde eingeführt.,فشار زمانی: فشار زمانی دائم و وقفه‌های مکرر موجب خطا در مجوز کار شدند. در RAMS اقدام مشخص زیر تعیین شد: تحویل ساختاریافته شیفت شامل خطرات و اقدامات باز ایجاد شد.,Für „Zeitdruck“ wurde der folgende Mess- oder Bewertungsfall nachvollziehbar dokumentiert: Dauerhafter Zeitdruck und häufige Unterbrechungen führten zu Fehlern bei der Arbeitsfreigabe. Im RAMS wurde als konkrete Maßnahme festgelegt: Eine strukturierte Schichtübergabe mit offenen Gefahren und Maßnahmen wurde eingeführt.,برای «فشار زمانی» وضعیت اندازه‌گیری یا ارزیابی زیر به‌صورت قابل پیگیری ثبت شد: فشار زمانی دائم و وقفه‌های مکرر موجب خطا در مجوز کار شدند. در RAMS اقدام مشخص زیر تعیین شد: تحویل ساختاریافته شیفت شامل خطرات و اقدامات باز ایجاد شد.,ArbSchG; ArbZG; DGUV; GDA-Arbeitsprogramm Psyche,praxisnah-v6-szenario-und-dokumentation
